2715,12624
2721,12972
2729,7062
2730,1470
2741,16890
2742,11568
2746,4008
2752,12042
2756,1590
2765,17604
2769,8820
2778,14454
2780,3012
2783,2730
2792,6912
2798,1206
2808,12006
2812,15372
2815,12594
2821,16260
2822,15036
2834,432
2836,3354
2843,6504
2845,18642
2862,7044
2869,16254
2870,1086
2871,13998
2881,10428
2885,17148
2890,17796
2892,12666
2900,13476
2902,13362
2909,14868
2911,7704
2921,17028
2924,17964
2927,1848
2933,9246
2936,15474
2937,672
2939,9774
2943,19416
2950,2826
2960,1062
2965,6828
2978,11964
2980,3408
2981,10740
2987,2040
2989,10302
3005,12660
3015,12774
3019,5502
3023,16998
3026,2952
3033,10680
3035,7446
3036,282
3037,13404
3042,3426
3044,4788
3045,5202
3055,11226
3073,7794
3074,3294
3075,18966
3082,4374
3083,9852
3090,10410
3091,16140
3093,17484
3094,19902
3101,258
3102,9762
3108,4920
3113,3750
3121,16374
3124,18672
3135,13014
3156,2178
3162,6066
3165,6600
3166,6756
3177,19716
3178,10650
3186,7470
3199,4434
3200,4338
3203,510
3204,7368
3209,14376
3216,3174
3218,19698
3219,3954
3228,18048
3234,7464
3236,14928
3237,7890
3239,6888
3254,3336
3259,13566
3262,19776
3263,4848
3264,11994
3270,17688
3272,14148
3281,5916
3290,834
3291,3222
3293,8346
3295,10968
3303,19458
3304,7278
3310,5538
3318,14388
3324,18798
3330,1920
3332,10788
3340,8094
3341,4428
3352,5130
3353,384
3354,2406
3358,5700
3360,19674
3365,6300
3371,7410
3386,6702
3389,708
3390,90
3391,2538
3398,2904
3403,48
3408,1056
3410,8148
3411,12360
3415,408
3416,2136
3421,1578
3422,15876
3426,16602
3435,9390
3444,9138
3445,8868
3447,15066
3460,14496
3464,13512
3473,7944
3494,2838
3496,12024
3497,17646
3504,7380
3505,2412
3523,5004
3524,4146
3531,6726
3532,10134
3541,1584
3542,7662
3546,10068
3552,4272
3554,8478
3561,11736
3575,18816
3577,16764
3601,1902
3610,2976
3616,10074
3629,16872
3642,14838
3644,7416
3646,4704
3662,15498
3678,270
3682,11616
3688,1938
3689,3738
3690,19116
3699,16056
3700,5394
3703,18030
3705,15636
3721,12270
3741,2232
3749,4794
3754,7746
3761,15924
3773,15576
3774,12462
3791,18828
3796,12276
3807,12492
3814,4284
3816,7002
3818,5628
3821,11064
3824,19962
3827,7320
3843,8898
3845,11838
3851,17406
3859,13824
3867,276
3868,9996
3876,4716
3888,10632
3890,690
3896,12336
3898,1536
3904,2502
3907,14274
3910,17772
3921,3192
3934,2250
3965,9180
3968,2718
3975,5754
3982,19188
3984,16950
3987,5940
3992,3006
3994,5490
4019,3180
4024,7122
4030,5292
4034,2160
4035,15594
4046,1116
4055,5448
4061,1740
4062,15126
4064,18696
4070,18624
4072,13554
4093,8232
4113,3402
4122,7608
4126,3438
4132,15252
4133,552
4137,8520
4139,138
4146,10878
4149,6426
4154,17874
4155,11028
4157,15882
4172,5286
4178,12036
4184,10962
4185,10008
4198,180
4212,19956
4213,11208
4214,19638
4218,1794
4221,4044
4228,17046
4235,13536
4253,2046
4264,13926
4296,8880
4297,3324
4298,18426
4310,3828
4315,6954
4319,17016
4321,6240
4326,3330
4337,7338
4339,19752
4341,12090
4346,13068
4351,14820
4358,19692
4359,13656
4362,9366
4363,6048
4365,9720
4366,6120
4367,3000
4374,18954
4379,8688
4384,11658
4386,14022
4387,1326
4397,13974
4404,4710
4406,1800
4410,17178
4412,6258
4415,12798
4420,3768
4427,3360
4435,12102
4440,1494
4441,1722
4446,4260
4454,9744
4457,18396
4468,1014
4469,9912
4470,5934
4471,13380
4472,9576
4481,222
4491,6870
4492,11520
4493,462
4502,4776
4515,798
4516,11502
4524,2328
4535,1266
4540,7356
4542,6966
4545,9084
4546,5724
4551,10584
4552,8310
4555,14346
4557,12684
4573,9552
4577,11958
4584,10596
4593,420
4607,10566
4616,10218
4620,16968
4631,16716
4659,14328
4662,5316
4672,14220
4684,12936
4685,19500
4690,16428
4695,12108
4698,10038
4702,11610
4711,17058
4721,2280
4723,18606
4729,7818
4732,10152
4741,5478
4747,16878
4750,2286
4757,4968
4765,9114
4770,4224
4775,18078
4776,5166
4786,15030
4787,15588
4790,3546
4792,1896
4808,7758
4809,13410
4821,4230
4827,2322
4830,18342
4831,17526
4834,942
4835,2958
4844,9378
4848,4530
4861,534
4862,1944
4869,13236
4872,13560
4879,5250
4880,3072
4882,6510
4891,17868
4898,11706
4907,17382
4911,246
4936,3876
4937,810
4945,18510
4948,1686
4953,11754
4984,8484
4993,19728
4994,6744
5003,4512
5004,4110
5009,17436
5019,18150
5024,5706
5025,18570
5026,19650
5031,624
5037,9636
5046,9054
5055,13464
5056,18882
5065,19092
5082,636
5083,8388
5086,12876
5098,5784
5127,2988
5130,17580
5136,11796
5137,2292
5144,7362
5146,17862
5150,17610
5152,9618
5158,14700
5168,10854
5170,17166
5175,5766
5178,13152
5181,17556
5185,888
5186,11892
5202,312
5213,1140
5217,16776
5218,11538
5222,3780
5227,2304
5231,6768
5233,12252
5240,13224
5241,5814
5243,7152
5246,9570
5263,1554
5264,6216
5265,18666
5266,13752
5267,15810
5268,1308
5270,13518
5278,18576
5290,1410
5300,18972
5308,10062
5311,14970
5319,6012
5324,17598
5330,17664
5336,15012
5360,2928
5362,9954
5369,15342
5390,2700
5392,12474
5398,14880
5402,7056
5403,11496
5416,16152
5421,16062
5427,9444
5429,5952
5440,13494
5445,18276
5453,11100
5462,1272
5477,2946
5483,1440
5490,17394
5491,18402
5492,14988
5493,13680
5501,14256
5505,1734
5507,14784
5509,13314
5518,18066
5521,3240
5526,7542
5538,5262
5549,7344
5564,9750
5569,786
5583,348
5588,14856
5589,3660
5590,13614
5602,6984
5604,1992
5610,7248
5615,18636
5625,19056
5639,1134
5641,5070
5645,6594
5658,7518
5663,10080
5673,14688
5678,13662
5682,5208
5689,12162
5691,6210
5709,7584
5712,16842
5713,2778
5717,11916
5720,13242
5726,4806
5730,12540
5732,7254
5747,10572
5759,3702
5773,13764
5783,8808
5789,9186
5792,414
5793,19842
5802,4050
5805,8280
5808,16134
5812,1620
5817,17838
5819,12828
5830,18384
5832,17718
5838,15348
5843,3258
5847,14472
5854,5550
5859,6834
5867,11664
5871,8928
5885,7218
5889,15384
5890,13008
5901,13698
5902,9798
5907,4236
5908,7302
5909,9036
5915,15858
5920,642
5924,16782
5932,3492
5941,14154
5954,3858
5964,5622
5968,4518
5973,13992
5980,19662
5981,3054
5983,8460
5987,6612
5993,4812
5997,6036
5998,6990
6004,15792
6015,18924
6020,10248
6032,936
6034,12060
6036,300
6041,11862
6053,19518
6054,15732
6055,5268
6074,19656
6078,10158
6079,5748
6081,8988
6083,10764
6089,1614
6090,2586
6099,7530
6101,12744
6103,7740
6104,11082
6112,576
6116,14232
6132,5826
6134,2130
6139,6696
6142,12294
6144,18204
6145,14790
6146,9858
6149,7728
6153,6078
6158,19614
6164,2070
6170,17760
6172,2154
6184,13782
6190,10434
6196,11070
6213,4932
6214,4692
6218,3852
6219,6150
6222,1050
6230,17442
6234,8904
6238,18912
6239,3042
6242,16644
6256,2652
6268,13500
6272,6816
6274,4056
6277,11646
6281,2424
6290,18714
6291,13602
6298,8178
6302,3996
6310,13920
6335,1692
6348,8772
6354,5496
6358,16734
6359,15744
6360,4830
6362,16512
6363,9714
6383,3390
6389,8454
6391,7560
6397,18942
6401,3372
6405,19548
6416,3504
6434,11766
6443,978
6446,19452
6448,4992
6455,8514
6460,11784
6461,6822
6471,13758
6477,7962
6479,8442
6508,762
6512,8598
6516,8046
6530,16938
6532,7800
6542,5568
6545,6678
6551,1242
6552,19890
6558,8472
6560,7110
6566,1608
6568,17244
6570,1404
6571,120
6575,816
6577,6618
6582,16092
6583,19740
6585,1428
6589,8028
6590,16986
6591,15972
6599,17910
6609,14406
6621,15306
6625,16224
6642,19620
6643,12810
6652,18258
6659,6774
6660,1008
6664,3156
6666,6270
6670,16464
6671,9516
6674,9972
6696,18720
6698,1806
6708,5982
6715,11880
6717,3312
6721,14124
6724,14250
6747,19770
6755,7476
6757,17034
6760,13374
6776,7032
6793,5046
6799,14298
6814,17040
6821,12528
6824,16500
6825,4020
6827,8754
6842,18174
6843,15486
6847,8256
6868,17172
6870,10614
6881,2532
6892,16956
6894,2388
6897,11976
6907,19944
6917,7458
6921,18708
6922,6666
6929,918
6933,17472
6935,3096
6936,1524
6939,12816
6944,15960
6946,2238
6953,11298
6968,19200
6978,4422
6980,17316
6981,11160
6982,10908
6985,5802
6991,16350
6994,12990
7010,11682
7011,10890
7012,9126
7018,5382
7036,19002
7039,3798
7042,696
7049,6972
7055,14874
7059,7734
7063,1074
7072,6858
7077,4644
7085,16794
7095,19272
7096,876
7098,7812
7102,17628
7104,13284
7124,13848
7130,16044
7134,16962
7139,8244
7143,7770
7146,17622
7150,3144
7152,7842
7156,9414
7162,15942
7165,13776
7166,6444
7169,13968
7172,1644
7182,10776
7192,9210
7195,14916
7201,7506
7205,2832
7213,3594
7224,15822
7238,18858
7245,15426
7248,17004
7253,2994
7254,5172
7257,168
7258,4158
7261,16566
7270,16524
7275,13086
7282,6024
7290,630
7293,18450
7300,8124
7322,8892
7324,1764
7332,17064
7343,19164
7354,1176
7355,1098
7366,14352
7373,18156
7390,11550
7396,8844
7410,3498
7414,15438
7425,6264
7443,1866
7453,18522
7465,13470
7468,7332
7478,8160
7495,252
7496,11676
7498,8136
7499,3942
7501,19314
7513,2442
7522,1746
7525,5076
7528,19590
7535,17502
7547,14754
7555,8184
7556,7590
7561,4368
7563,8172
7589,7968
7593,5856
7605,2262
7616,14010
7625,10752
7630,7536
7639,17358
7643,11382
7661,1356
7668,17928
7671,8940
7675,6900
7676,15132
7678,9078
7685,16122
7689,10830
7694,18192
7698,11694
7699,16476
7709,7668
7713,2094
7717,4242
7720,12126
7732,2106
7735,11952
7736,6438
7741,11544
7742,6714
7746,14226
7748,2028
7750,19326
7752,14562
7757,11376
7767,7680
7769,16506
7777,17100
7789,15264
7808,5844
7813,12222
7814,14934
7821,6876
7826,8304
7829,204
7832,8634
7836,528
7837,9324
7843,6396
7846,516
7849,16614
7851,1218
7854,2112
7869,2214
7870,18582
7872,17376
7879,19008
7881,13452
7895,7440
7896,12066
7898,17448
7899,17214
7900,10470
7901,1254
7910,18018
7911,14538
7920,738
7922,18360
7925,2166
7926,19434
7927,8508
7929,2142
7932,5796
7942,666
7946,13350
7956,15702
7961,6198
7968,11844
7972,8550
7975,13332
7979,7884
7984,6114
7990,12180
7992,15606
7996,9318
7999,17934
8000,18414
8001,4722
8027,7836
8029,1854
8033,12840
8034,17292
8045,6354
8046,5652
8064,19332
8066,126
8068,17106
8070,2118
8075,14076
8078,11304
8082,13734
8084,9492
8085,2310
8086,4608
8090,11622
8098,3024
8109,13596
8110,7134
8113,5790
8119,15978
8121,15222
8123,1392
8129,9174
8131,5694
8147,16746
8155,150
8163,18648
8166,18228
8175,12282
8179,7914
8202,9468
8208,8856
8211,7980
8212,2556
8213,16038
8214,19386
8222,7602
8224,1980
8225,19782
8226,18438
8229,4800
8233,5562
8237,5640
8243,3102
8244,5412
8259,714
8267,858
8270,12318
8272,3792
8275,16440
8277,10290
8282,7764
8289,15444
8302,8802
8312,8736
8319,5898
8329,4656
8332,330
8343,17112
8353,7140
8355,10374
8357,15900
8361,6402
8370,10284
8373,18432
8375,8076
8381,16068
8382,13950
8385,12918
8391,8394
8393,15078
8406,8970
8413,14280
8416,13800
8417,18468
8430,1752
8431,2898
8433,10770
8438,9066
8441,15378
8446,10704
8449,11328
8453,4398
8467,15984
8468,11448
8470,1488
8481,15726
8489,16788
8499,5730
8506,1080
8507,6720
8509,11442
8516,16320
8522,1188
8524,1422
8539,15714
8544,17328
8548,6246
8551,11310
8561,1716
8562,6018
8564,4950
8569,12606
8570,14808
8572,4386
8576,5142
8586,3150
8590,19854
8606,8706
8610,7326
8630,2790
8643,11124
8645,13716
8649,3342
8652,4098
8655,19668
8657,18186
8660,4470
8665,6648
8667,18162
8674,15720
8678,12156
8679,16932
8682,8766
8685,7722
8686,14088
8697,2394
8706,9810
8707,4104
8708,1170
8712,16656
8720,10344
8721,7782
8725,12072
8729,14244
8732,9198
8734,18180
8737,480
8738,11256
8744,13938
8746,16170
8750,8226
8751,14466
8752,4254
8753,2592
8755,13338
8770,7824
8771,7950
8773,6570
8780,5238
8783,4638
8786,9594
8788,9348
8809,18042
8815,1200
8826,9282
8837,1224
8839,10242
8843,774
8871,4698
8875,996
8879,19320
8885,13506
8888,5424
8907,17898
8916,9336
8919,11322
8922,8826
8925,15150
8938,12930
8941,5676
8951,2922
8952,4620
8956,12210
8964,15528
8974,10386
8977,14616
8978,9498
8983,9150
8998,2772
9006,1638
9017,13482
9022,15936
9023,4632
9032,504
9034,1770
9048,18702
9059,19308
9060,14772
9069,11004
9070,9162
9072,15156
9074,14904
9078,17082
9083,4464
9086,2664
9091,15894
9097,12246
9103,13986
9109,9834
9116,18102
9124,4332
9125,5346
9139,5352
9141,6684
9144,16386
9148,14796
9151,10044
9168,16698
9188,11832
9190,14118
9199,2604
9201,11406
9208,3270
9209,13812
9213,3132
9215,5160
9224,1248
9225,5892
9227,18456
9230,8016
9239,19392
9248,18888
9253,5256
9259,5580
9261,4188
9265,9384
9266,15816
9275,10662
9280,8784
9286,18054
9287,17790
9295,7428
9296,14670
9299,19938
9301,1956
9316,10014
9317,19128
9319,7308
9321,14952
9328,10716
9335,8364
9344,19146
9347,16098
9351,10194
9353,17424
9355,8418
9359,1698
9365,7230
9366,10578
9367,9876
9378,8070
9385,2376
9389,12762
9391,8400
9421,2916
9422,6522
9424,15762
9428,5544
9433,19896
9435,6930
9440,17010
9449,6252
9453,12672
9457,8250
9470,16236
9473,9462
9474,11196
9476,216
9483,2064
9494,17916
9496,16020
9497,14706
9500,10104
9501,14724
9506,4062
9507,15966
9509,402
9512,14238
9523,5586
9536,11136
9539,9024
9540,11088
9541,9270
9542,3252
9553,96
9559,18528
9564,14322
9571,10746
9583,11808
9587,8916
9589,3444
9590,18222
9591,16032
9596,7266
9602,2616
9603,3036
9618,11184
9627,6042
9629,5376
9631,3378
9633,8862
9646,8814
9651,19848
9660,3690
9661,4662
9662,1344
9663,17730
9666,2844
9675,16674
9680,13458
9686,13770
9692,10338
9699,4116
9703,5370
9715,10368
9716,5928
9717,6456
9722,10446
9742,10620
9744,9900
9746,15456
9748,16638
9757,15564
9765,1350
9766,678
9771,1908
9779,13644
9803,15228
9818,5280
9832,8358
9838,12444
9847,4578
9854,1032
9855,13122
9858,14556
9863,174
9869,6360
9872,17694
9873,2340
9879,15546
9894,13386
9900,7158
9902,792
9911,13608
9930,19350
9935,13002
9940,14568
9942,17514
9948,17880
9951,6168
9953,3870
9959,13320
9961,6030
9973,11748
9975,66
9979,5442
9981,13140
9985,10056
9986,10200
9988,15672
9992,2256
10022,13260
10026,17640
10027,1314
10036,13416
10055,8118
10056,7674
10062,1560
10072,3066
10073,14622
10074,10728
10075,9420
10078,19068
10082,10884
10086,3648
10089,16410
10093,11436
10094,17322
10098,7566
10099,12300
10102,15186
10103,12630
10107,13488
10108,2748
10117,3888
10135,16494
10149,15570
10152,14718
10180,10206
10183,11898
10187,8370
10190,114
10191,1830
10199,17712
10208,12120
10213,1914
10218,6738
10224,18852
10226,5922
10228,19020
10236,12768
10241,5058
10258,9486
10273,17088
10277,13590
10278,12234
10287,18240
10290,10146
10292,11250
10301,6642
10307,6420
10317,11856
10325,7026
10337,14760
10342,2466
10349,16560
10356,19368
10357,15048
10366,19380
10367,16338
10373,1782
10375,9738
10383,2430
10394,11904
10405,16608
10407,10188
10426,15618
10432,6000
10437,13980
10438,9882
10441,8682
10442,10182
10444,1818
10445,18120
10451,11340
10453,6672
10459,19530
10463,7116
10474,16926
10476,14028
10484,14826
10485,17304
10494,17208
10506,4746
10519,11178
10528,17286
10529,7098
10543,7212
10547,9780
10557,14652
10560,1128
10564,11130
10566,4590
10567,3078
10579,12924
10580,10812
10585,8796
10590,15000
10598,10254
10604,3726
10613,14778
10615,4314
10617,444
10618,2820
10622,2676
10624,8082
10626,14418
10629,426
10631,19950
10633,5400
10637,19422
10638,4854
10640,6462
10643,11202
10647,3198
10664,6558
10668,12870
10677,8610
10691,17268
10692,18750
10699,14994
10706,6792
10709,17922
10712,5508
10713,19476
10738,726
10742,6288
10743,2766
10751,16974
10752,8088
10759,18894
10764,11010
10770,2196
10772,6810
10786,6564
10792,684
10799,8694
10802,16344
10803,17892
10804,6450
10817,19734
10828,15492
10839,156
10848,3120
10857,10110
10860,3462
10864,4086
10870,12240
10880,4182
10882,8994
10887,14364
10889,1872
10891,5868
10905,5862
10906,13266
10908,9564
10914,8496
10921,6348
10922,3786
10923,18246
10926,16110
10927,12570
10930,19206
10934,14046
10939,13440
10947,18726
10952,2436
10956,15114
10964,16002
10967,5946
10968,12984
10988,11730
10990,5220
10995,13074
10998,8670
11004,10332
11005,2520
11019,16596
11023,13194
11026,7434
11032,2526
11037,6852
11041,9894
11051,3090
11076,4542
11088,10272
11100,6654
11103,9846
11109,2316
11119,1092
11134,9144
11135,18594
11137,13146
11139,4296
11141,11418
11147,4998
11159,14502
11160,612
11161,11640
11166,7086
11167,24
11169,18900
11182,2478
11185,5304
11195,3264
11197,4404
11198,966
11201,13944
11206,16470
11207,15756
11212,4290
11217,10002
11221,18870
11223,16368
11233,11598
11235,12612
11236,8874
11237,17160
11241,4458
11245,17994
11250,12018
11252,6786
11260,8724
11280,7692
11285,5178
11288,3612
11289,7848
11290,13686
11303,14964
11312,13050
11327,5226
11347,9402
11348,16212
11349,4140
11350,9168
11358,19560
11363,5118
11369,7242
11378,11388
11382,14172
11383,11400
11384,10602
11388,8982
11396,12504
11401,17412
11413,456
11414,5976
11415,15450
11421,8436
11429,15510
11430,14862
11434,9666
11450,19764
11465,1458
11472,6660
11474,13626
11476,1110
11484,6924
11487,12342
11495,18462
11497,8586
11503,13038
11506,18654
11511,17202
11528,19524
11537,19494
11546,9546
11549,2268
11563,5484
11564,6690
11566,3756
11570,3822
11577,14628
11578,2454
11581,17196
11585,11076
11590,17736
11605,11724
11607,12384
11611,15288
11622,1890
11623,12978
11632,5034
11635,9432
11645,18930
11649,4584
11653,17850
11663,9690
11666,6108
11678,13344
11682,17592
11686,10782
11690,11232
11695,16866
11700,4548
11702,9534
11707,14586
11711,3486
11720,13158
11724,9642
11754,5658
11761,14304
11762,17976
11773,16314
11775,1332
11782,14592
11802,12000
11806,4080
11813,15432
11814,15072
11824,948
11826,14646
11830,15582
11832,18768
11837,11466
11840,15084
11845,7170
11851,14190
11855,16662
11858,13302
11862,5100
11870,5688
11879,19830
11891,12714
11893,1284
11895,10608
11899,8328
11904,294
11909,4026
11913,18552
11914,16944
11915,13080
11924,3636
11926,17616
11928,10440
11930,2184
11943,16704
11959,11040
11961,9030
11962,11688
11973,19686
11975,540
11982,3840
11984,19806
11992,3774
12010,10800
12016,10902
12020,12678
12025,14730
12043,18990
12071,2814
12086,2076
12097,6864
12098,9984
12103,18822
12104,14070
12107,9258
12114,17700
12116,2760
12118,19704
12119,1710
12136,7494
12144,5022
12146,2628
12153,5106
12162,19032
12163,19746
12169,11526
12186,12690
12187,210
12193,9192
12198,13272
12201,7710
12204,2148
12211,10050
12213,13326
12218,13398
12230,18198
12231,14004
12232,1878
12235,15828
12243,14850
12248,19512
12268,8532
12269,6006
12272,1668
12274,3420
12277,18516
12287,17364
12291,7908
12300,14160
12301,13878
12304,6552
12308,12438
12322,1068
12332,3966
12344,7716
12345,8604
12347,1656
12349,9558
12355,1776
12365,11034
12370,19050
12387,19758
12389,3618
12393,498
12396,10974
12401,11352
12403,8652
12409,16014
12410,5994
12411,228
12417,3468
12427,12216
12444,14610
12455,18780
12467,15990
12474,14064
12486,9120
12487,9648
12493,19074
12494,4482
12499,2202
12504,15540
12513,15552
12516,19554
12531,5328
12536,5988
12546,19374
12547,16620
12553,6708
12555,8562
12560,9960
12562,15954
12566,14040
12575,3456
12577,7878
12582,14268
12583,9264
12587,18324
12611,1932
12612,5574
12614,12552
12619,192
12622,9102
12632,15402
12642,16278
12650,1962
12675,14436
12680,12558
12687,15624
12694,840
12699,14424
12701,1386
12709,2400
12719,3978
12725,54
12729,12168
12731,15192
12737,13584
12744,570
12745,3960
12747,6138
12757,16920
12769,4902
12771,11370
12775,19278
12777,306
12798,10920
12799,7014
12802,10836
12824,11556
12831,11118
12838,5472
12842,12720
12845,5298
12846,16860
12857,9600
12866,2472
12871,16116
12883,12138
12886,9528
12890,7296
12892,7614
12894,3678
12900,9042
12907,486
12914,19248
12915,18378
12919,12894
12925,18498
12932,8712
12945,648
12951,6804
12956,12864
12964,17586
12970,1320
12973,12012
12989,18
12990,9396
12993,19536
12999,14532
13000,6408
13005,4524
13006,5028
13043,1374
13052,14142
13055,2448
13061,14214
13062,17076
13063,19344
13076,4944
13079,19284
13087,14892
13091,2022
13109,12564
13115,5334
13119,8274
13122,7896
13124,4824
13126,13206
13162,14490
13166,4566
13174,18936
13175,11166
13187,5604
13203,4170
13204,14094
13205,14832
13208,3696
13217,5718
13218,9372
13221,720
13229,5112
13235,6948
13237,12804
13239,15870
13252,18786
13253,15294
13254,3318
13255,15258
13267,7854
13269,10914
13276,12858
13278,14460
13279,1338
13283,10950
13287,9906
13289,7224
13293,7932
13295,4758
13301,18918
13306,9312
13310,10296
13321,1296
13328,9924
13335,13578
13338,19026
13341,822
13349,8730
13360,3060
13361,19878
13363,19410
13379,17724
13381,11820
13382,10230
13383,17130
13384,7698
13387,17454
13399,12198
13400,354
13412,18600
13418,18300
13419,11712
13421,19680
13424,3168
13428,3300
13432,14814
13439,12750
13440,16536
13445,4668
13474,15798
13478,16554
13479,16242
13485,9252
13488,3234
13502,19884
13506,558
13507,9228
13508,5910
13515,18306
13517,10590
13524,16740
13525,19062
13534,8064
13537,18084
13555,6978
13558,18774
13564,9330
13576,2274
13580,5322
13594,10266
13611,19266
13614,17274
13619,10818
13621,13188
13622,5736
13627,4770
13642,11016
13647,984
13649,7938
13651,8040
13668,15006
13671,10320
13672,11262
13692,15360
13695,7500
13702,15312
13705,10896
13740,14508
13743,12648
13746,1824
13748,5124
13752,11490
13756,16194
13765,16248
13766,16902
13767,3474
13768,6750
13790,4506
13792,11364
13803,17310
13811,17220
13847,7650
13848,4302
13859,10530
13861,13170
13871,1950
13872,11430
13887,7488
13893,17970
13900,16668
13905,3654
13909,18732
13911,13422
13916,2754
13919,6636
13920,5616
13933,18270
13936,7644
13943,6918
13947,17052
13949,16230
13951,19230
13962,17952
13965,3672
13971,4674
13991,16650
14001,10956
14002,19836
14008,1626
14035,15336
14049,13104
14051,14598
14054,5742
14064,240
14071,930
14072,11718
14074,9816
14076,15750
14089,8130
14098,17544
14099,14286
14103,7920
14111,17154
14113,19710
14115,234
